Wsledky pfijimadhoffzenfv 1.kole pfijimacich zkougek,,,,,,,,
"na osmilete studium oboru 79-41-1(181 Gymnazia, Praha 6, Nad Alejf 1952",,,,,,,,
1.termin 13.4.2018 a 2.termin 17.4.2018,,,,,,,,
V souladu s § 60g gkolskeho zAkona potyrdi prijatf uchazeCl/uchazaky svuj Cimysl vzdelavat se v,,,,,,,,
"Gymnaziu, Praha 6, Nad Alejf 1952 odevzdanim zapisoveho listku rediteli gkoly, a to nejpozdeji",,,,,,,,
do 10 pracovnich dnO ode dne zver.ejneni seznamu (16.5.2018). Nepotyrdi-li uchazeeluchazee'ka,,,,,,,,
,,,,,,,,
neoo zaKonny zastupce nezietiteno ucnazece/nezietne ucnazecky odevzdanim zapisoveho Iistku,,,,,,,,
"Cimysl vzdelAvat se ve sti=edni gkole, zanikaji poslednim dnem IhCity pravni alnky rozhodnuti o",,,,,,,,
AEU tohoto uchaze6e ke vzdelavani v dane sdedni gkole. Nezletileho uchaze6e/nezletilou,,,,,,,,
"uchazeau zastupuje z6konnY zastupce v rozsahu, v jakem nema nezletilY/nezletila procesni",,,,,,,,
zpüsobilost.,,,,,,,,
,,,,,,,,
disi,,,,Body,Body,,",",Vysledek
",o",Termin,Cj,M,,,Celkem,Umistem,
zkousky,,,,zkouSka,ZS,,,pf.fizeni
470,1,41,39,80,12,92,59,prijat/a
471,2,39,39,78,12,90,68,neprijat/a
472,1,44,37,81,12,93,55.-56.,prijat/a
473,2,35,24,59,8,67,252,neprijat/a
474,2,31,21,52,12,64,278.-279.,neprijat/a
476,1,19,21,40,9,49,367.-368.,neprijat/a
477,2,38,26,64,12,76,178,neprijat/a
478,1,21,8,29,12,41,400,neprijat/a
479,1,40,43,83,12,95,38,prijat/a
480,2,43,43,86,10,96,34,prijat/a
481,1,41,31,72,12,84,106.-107.,neprijat/a
483,1,41,23,64,12,76,180,neprijat/a
484,1,29,37,66,11,77,160,neprijat/a
486,1,24,12,36,10,46,385,neprijat/a
487,2,17,16,33,3,36,411,neprijat/a
489,2,17,26,43,3,46,384,neprijat/a
490,2,21,9,30,8,38,407,neprijat/a
491,2,38,35,73,12,85,99,neprijat/a
492,1,15,19,34,9,43,393,neprijat/a
493,2,39,20,59,12,71,219,neprijat/a
495,2,27,22,49,7,56,323,neprijat/a
496,1,41,24,65,12,77,168,neprijat/a
497,1,36,18,54,12,66,261,neprijat/a
499,1,34,30,64,12,76,174.-175.,neprijat/a
500,2,32,28,60,12,72,207.-208.,neprijat/a
502,2,38,33,71,11,82,124,neprijat/a
503,2,25,27,52,12,64,276,neptijat/a
504,1,33,32,65,12,77,164.465.,neprijat/a
505,2,21,14,35,12,47,383,neprijat/a
510,2,43,44,87,12,99,23.-25.,prijat/a
515,1,30,19,49,8,57,319,neprijat/a
517,2,36,45,81,12,93,48,prijat/a
518,2,32,36,68,11,79,143,neprijat/a
519,1,32,25,57,8,65,262,neprijat/a
520,1,17,23,40,10,50,363,neprijat/a
521,2,29,37,66,12,78,155,neprijat/a
522,2,27,25,52,8,60,303,neptijat/a
523,1,33,17,50,8,58,315,neprijat/a
524,1,43,38,81,12,93,52.-54.,prijat/a
525,2,,,0,7,7,probiha Pk,
526,2,42,45,87,12,99,22,prijat/a
529,1,48,48,96,12,108,4.-5.,prijat/a
530,2,41,34,75,10,85,97,neprijat/a
531,2,31,19,50,12,62,290,neprijat/a
,,,,,,,,
532,1,12,9,21,4,25,426,nepfijat/a
533,1,18,21,39,12,51,359,nepfijat/a
534,1,35,40,75,12,87,89,nepfijat/a
535,2,17,12,29,12,41,399,nepfijat/a
536,2,20,14,34,11,45,388,nepfijat/a
537,2,25,20,45,8,53,341,neprijat/a
538,1,42,30,72,12,84,108.-109.,nepfijat/a
539,2,,,0,12,12,problha PIA,
540,1,36,20,56,12,68,250,nepfijat/a
541,1,9,28,37,10,47,382,neprijat/a
542,1,26,24,50,12,62,287.-288.,nepfijat/a
543,2,44,34,78,11,89,76,nepfijat/a
544,1,27,16,43,12,55,331,neprijat/a
545,2,17,8,25,10,35,417,nepfijat/a
546,1,18,16,34,12,46,386,neprijat/a
547,1,31,14,45,11,56,328,neprijat/a
548,2,19,21,40,9,49,367.-368.,neptijat/a
549,1,35,35,70,12,82,125.-126.,neptijat/a
550,1,23,20,43,11,54,336,nepfijat/a
551,1,48,48,96,12,108,4.-5.,'DrOat/a
552,2,30,17,47,12,59,313,nepfijat/a
553,1,34,37,71,12,83,116,nepfijat/a
554,2,22,6,28,7,35,416,nepfijat/a
555,2,21,19,40,11,51,358,neprijat/a
556,1,25,26,51,12,63,283,nepfijat/a
557,2,20,24,44,9,53,342,neprijat/a
558,1,30,26,56,8,64,272,nepfijat/a
559,2,36,42,78,11,89,75,nepfijat/a
560,1,42,44,86,12,98,26,pfijat/a
561,1,48,30,78,12,90,74,nepfijat/a
563,1,19,9,28,8,36,413,nepfijat/a
564,1,30,22,52,8,60,304,nepfijat/a
565,1,43,43,86,12,98,27,pfijat/a
566,2,37,28,65,11,76,172,nepfijat/a
568,2,46,45,91,12,103,14.-15.,prijat/a
569,2,30,27,57,12,69,236,neprijat/a
570,2,38,33,71,9,80,135,neprijat/a
571,2,27,34,61,10,71,213,nepfijat/a
572,1,43,45,88,12,100,18,prijat/a
573,1,29,19,48,2,50,361,neprijat/a
574,1,31,39,70,11,81,129,neprijat/a
575,2,37,27,64,12,76,177,nepfijat/a
576,1,35,25,60,12,72,210.-211.,neptijat/a
577,2,39,33,72,12,84,105,neprijat/a
578,1,26,26,52,10,62,286,nepfijat/a
579,2,31,12,43,12,55,333,neprijat/a
580,2,39,40,79,8,87,88,neptijat/a
581,2,36,18,54,11,65,265,nepfijat/a
582,2,23,20,43,9,52,349.-350.,neprijat/a
583,1,28,21,49,12,61,298,nepfijat/a
584,2,22,31,53,9,62,284,nepfijat/a
585,2,43,37,80,12,92,60,prijat/a
,,,,,,,,
586,1,37,33,70,10,80,136,neprijat/a
587,1,18,16,34,5,39,404,neprijat/a
588,1,39,34,73,12,85,100.-101.,neprijat/a
589,1,38,35,73,10,83,111,neprijat/a
591,1,38,41,79,11,90,67,neprijat/a
592,1,27,29,56,12,68,244.-245.,neprijat/a
593,2,42,29,71,12,83,122.-123.,neprijat/a
594,1,31,30,61,12,73,201,neprijat/a
595,2,40,27,67,12,79,149,neprijat/a
596,2,36,32,68,12,80,138.-139.,neprijat/a
597,2,28,26,54,12,66,259,neprijat/a
598,1,28,27,55,12,67,255,neprijat/a
599,2,38,34,72,11,83,113,neprijat/a
600,2,45,40,85,12,97,33,prijat/a
607,1,31,22,53,11,64,274,neprijat/a
609,2,29,32,61,12,73,200,neprijat/a
611,1,31,7,38,9,47,381,neprijat/a
612,2,10,7,17,9,26,425,neprijat/a
613,2,30,19,49,7,56,324,neprijat/a
615,2,29,29,58,2,60,301,neprijat/a
616,1,31,14,45,11,56,326.-327.,neprijat/a
617,1,22,15,37,12,49,375,neprijat/a
618,2,15,10,25,8,33,420,neprijat/a
619,2,27,35,62,11,73,196,neprijat/a
620,1,23,6,29,10,39,405,neprijat/a
621,2,36,32,68,12,80,138.-139.,neprijat/a
622,2,25,14,40,9,49,369.-370.,neprijat/a
624,2,24,21,45,9,54,335,neprijat/a
626,1,24,16,40,12,52,352,neprijat/a
627,2,31,31,62,12,74,190,neprijat/a
628,2,37,29,66,12,78,157.-159.,neprijat/a
629,1,29,20,49,11,60,306,neprijat/a
630,1,37,11,48,11,59,311,neprijat/a
631,1,,,0,12,12,,ukoneil/a PR
632,1,15,10,25,2,27,424,neprijat/a
638,1,23,38,66,9,75,181,neprijat/a
,,,,,,,,
"Vaieni rodiC'e a uchazed,",,,,,,,,
,,,,,,,,
podle §60e odst. 1 zak. 561/2004 Sb. reditel gkoly zveiejfiuje seznam prijatjrch uchaze66. Zakonqm zastupcum,,,,,,,,
