TODROP,ID,GRADES,CONTESTS,CZECH,MATH,VPAJ,SUM,RANK,ADMITTED_ID,YEAR,SCHOOLCOURSE_ID
133,821029,10.0,0,37,37,21.0,105.0,134,0,2017,581
134,811014,10.0,0,28,35,31.5,104.5,135,0,2017,581
135,812061,9.0,0,33,32,30.5,104.5,136,0,2017,581
136,812050,10.0,0,34,28,32.0,104.0,137,0,2017,581
137,822101,10.0,0,34,31,29.0,104.0,138,0,2017,581
138,812059,10.0,0,37,30,27.0,104.0,139,0,2017,581
139,812038,10.0,0,39,30,25.0,104.0,140,0,2017,581
140,811084,8.0,0,31,34,30.5,103.5,141,0,2017,581
141,821024,9.0,0,32,35,27.5,103.5,142,0,2017,581
142,812095,10.0,0,39,28,26.5,103.5,143,0,2017,581
143,811030,10.0,0,36,31,26.5,103.5,144,0,2017,581
144,812024,10.0,0,33,35,25.5,103.5,145,0,2017,581
145,822060,10.0,0,37,33,23.5,103.5,146,0,2017,581
146,811069,10.0,0,32,29,32.0,103.0,147,0,2017,581
147,822103,10.0,0,36,28,29.0,103.0,148,0,2017,581
148,812018,10.0,0,34,32,27.0,103.0,149,0,2017,581
149,812014,10.0,0,37,30,26.0,103.0,150,0,2017,581
150,812035,10.0,0,35,33,25.0,103.0,151,0,2017,581
151,822016,10.0,0,33,37,23.0,103.0,152,0,2017,581
152,811010,10.0,0,29,31,32.5,102.5,153,0,2017,581
153,822021,10.0,0,39,26,27.5,102.5,154,0,2017,581
154,812110,10.0,0,34,33,25.5,102.5,155,0,2017,581
155,822084,10.0,0,32,29,31.0,102.0,156,0,2017,581
156,822106,10.0,0,35,28,29.0,102.0,157,0,2017,581
157,811057,10.0,0,35,30,27.0,102.0,158,0,2017,581
158,811097,10.0,0,32,34,26.0,102.0,159,0,2017,581
159,822083,10.0,0,32,22,37.5,101.5,160,0,2017,581
160,822035,10.0,0,36,34,21.5,101.5,161,0,2017,581
161,811094,10.0,0,35,35,21.5,101.5,162,0,2017,581
162,821015,9.0,0,30,33,29.0,101.0,163,0,2017,581
163,812056,10.0,0,36,27,28.0,101.0,164,0,2017,581
164,822074,10.0,0,35,28,28.0,101.0,165,0,2017,581
165,811041,10.0,0,30,33,28.0,101.0,166,0,2017,581
166,811051,9.0,0,30,36,26.0,101.0,167,0,2017,581
167,822053,8.0,0,35,32,25.5,100.5,168,0,2017,581
168,812060,10.0,0,30,37,23.5,100.5,169,0,2017,581
169,821005,10.0,0,25,38,27.0,100.0,170,0,2017,581
170,822076,10.0,0,32,32,26.0,100.0,171,0,2017,581
171,811056,9.0,0,28,41,22.0,100.0,172,0,2017,581
172,821047,7.0,0,27,32,33.5,99.5,173,0,2017,581
173,811026,10.0,0,32,30,27.5,99.5,174,0,2017,581
174,822037,10.0,0,35,30,24.5,99.5,175,0,2017,581
175,821019,10.0,0,33,29,27.0,99.0,176,0,2017,581
176,812067,10.0,0,34,29,26.0,99.0,177,0,2017,581
177,822044,10.0,0,32,32,25.0,99.0,178,0,2017,581
178,822100,4.0,0,30,41,24.0,99.0,179,0,2017,581
179,811005,10.0,0,32,25,31.5,98.5,180,0,2017,581
180,821075,10.0,0,29,31,28.5,98.5,181,0,2017,581
181,822065,10.0,0,31,30,27.5,98.5,182,0,2017,581
182,822048,10.0,0,34,28,26.5,98.5,183,0,2017,581
183,822017,10.0,0,31,32,25.5,98.5,184,0,2017,581
184,811077,10.0,0,29,34,25.5,98.5,185,0,2017,581
185,811068,8.0,0,29,38,23.5,98.5,186,0,2017,581
186,821013,9.0,0,30,38,21.5,98.5,187,0,2017,581
187,821045,10.0,0,26,34,28.0,98.0,188,0,2017,581
188,811075,8.0,0,33,32,25.0,98.0,189,0,2017,581
189,822075,10.0,0,26,37,25.0,98.0,190,0,2017,581
190,812040,10.0,0,33,31,24.0,98.0,191,0,2017,581
191,822018,7.0,0,34,36,21.0,98.0,192,0,2017,581
192,822025,9.0,0,39,33,17.0,98.0,193,0,2017,581
193,812039,6.0,0,28,28,35.5,97.5,194,0,2017,581
194,821018,10.0,0,28,34,25.5,97.5,195,0,2017,581
195,812082,10.0,0,35,31,21.5,97.5,196,0,2017,581
196,822068,8.0,0,35,34,20.5,97.5,197,0,2017,581
197,812011,9.0,0,29,37,22.0,97.0,198,0,2017,581
198,822007,10.0,0,33,33,21.0,97.0,199,0,2017,581
199,811081,9.0,0,30,28,29.5,96.5,200,0,2017,581
200,812087,10.0,0,33,27,26.5,96.5,201,0,2017,581
201,821031,10.0,0,27,33,26.5,96.5,202,0,2017,581
202,812065,10.0,0,32,34,20.5,96.5,203,0,2017,581
203,812100,7.0,0,28,30,31.0,96.0,204,0,2017,581
204,822008,8.0,0,29,30,29.0,96.0,205,0,2017,581
205,822023,10.0,0,28,29,29.0,96.0,206,0,2017,581
206,811016,9.0,0,24,36,27.0,96.0,207,0,2017,581
207,822042,10.0,0,31,29,26.0,96.0,208,0,2017,581
208,821042,10.0,0,26,34,26.0,96.0,209,0,2017,581
209,812007,10.0,0,31,26,28.5,95.5,210,0,2017,581
210,822014,10.0,0,24,33,28.5,95.5,211,0,2017,581
211,812125,10.0,0,31,28,26.5,95.5,212,0,2017,581
212,821068,9.0,0,31,32,23.5,95.5,213,0,2017,581
213,821041,10.0,0,28,38,19.5,95.5,214,0,2017,581
214,822045,10.0,0,38,30,17.5,95.5,215,0,2017,581
215,812052,8.0,0,31,30,26.0,95.0,216,0,2017,581
216,812104,10.0,0,33,28,24.0,95.0,217,0,2017,581
217,821057,10.0,0,26,36,23.0,95.0,218,0,2017,581
218,821072,8.0,0,26,42,19.0,95.0,219,0,2017,581
219,812103,10.0,0,37,24,23.5,94.5,220,0,2017,581
220,821001,6.0,0,21,46,21.5,94.5,221,0,2017,581
221,812131,8.0,0,34,33,19.5,94.5,222,0,2017,581
222,822054,9.0,0,25,33,27.0,94.0,223,0,2017,581
223,811087,10.0,0,32,31,21.0,94.0,224,0,2017,581
224,821037,9.0,0,24,40,21.0,94.0,225,0,2017,581
225,812083,10.0,0,20,36,27.5,93.5,226,0,2017,581
226,812032,10.0,0,27,32,24.5,93.5,227,0,2017,581
227,822012,8.0,0,33,32,20.5,93.5,228,0,2017,581
228,811009,8.0,0,29,40,16.5,93.5,229,0,2017,581
229,812117,7.0,0,23,29,34.0,93.0,230,0,2017,581
230,812071,10.0,0,34,24,25.0,93.0,231,0,2017,581
231,811102,9.0,0,31,29,24.0,93.0,232,0,2017,581
232,812025,10.0,0,36,24,23.0,93.0,233,0,2017,581
233,821076,3.0,0,31,38,21.0,93.0,234,0,2017,581
234,811058,10.0,0,27,30,25.5,92.5,235,0,2017,581
235,821090,9.0,0,26,32,25.5,92.5,236,0,2017,581
236,811031,10.0,0,25,26,31.0,92.0,237,0,2017,581
237,811063,10.0,0,29,25,28.0,92.0,238,0,2017,581
238,812069,10.0,0,38,17,27.0,92.0,239,0,2017,581
239,812062,10.0,0,30,27,25.0,92.0,240,0,2017,581
240,811044,10.0,0,34,24,24.0,92.0,241,0,2017,581
241,811037,6.0,0,28,30,27.5,91.5,242,0,2017,581
242,821049,10.0,0,24,31,26.5,91.5,243,0,2017,581
243,812094,10.0,0,29,27,25.0,91.0,244,0,2017,581
244,812012,10.0,0,35,24,22.0,91.0,245,0,2017,581
245,811019,8.0,0,30,33,20.0,91.0,246,0,2017,581
246,812010,9.0,0,34,32,16.0,91.0,247,0,2017,581
247,821036,10.0,0,26,29,25.5,90.5,248,0,2017,581
248,812093,10.0,0,39,17,24.5,90.5,249,0,2017,581
249,821064,8.0,0,31,28,23.5,90.5,250,0,2017,581
250,811101,9.0,0,26,32,23.5,90.5,251,0,2017,581
251,822066,9.0,0,31,29,21.5,90.5,252,0,2017,581
252,821065,9.0,0,25,36,20.5,90.5,253,0,2017,581
253,812049,9.0,0,26,39,16.5,90.5,254,0,2017,581
254,811012,9.0,0,23,29,29.0,90.0,255,0,2017,581
255,812047,10.0,0,30,28,22.0,90.0,256,0,2017,581
256,822024,10.0,0,33,26,21.0,90.0,257,0,2017,581
257,812127,10.0,0,32,28,20.0,90.0,258,0,2017,581
258,821050,10.0,0,25,23,31.5,89.5,259,0,2017,581
259,811059,10.0,0,29,20,30.5,89.5,260,0,2017,581
260,821069,7.0,0,28,25,29.0,89.0,261,0,2017,581
261,822051,10.0,0,32,22,25.0,89.0,262,0,2017,581
262,821051,7.0,0,20,40,22.0,89.0,263,0,2017,581
263,812112,10.0,0,23,35,21.0,89.0,264,0,2017,581
264,822064,9.0,0,29,36,15.0,89.0,265,0,2017,581
265,812079,10.0,0,30,19,29.5,88.5,266,0,2017,581
266,821055,8.0,0,32,20,28.5,88.5,267,0,2017,581
267,811067,8.0,0,24,30,26.5,88.5,268,0,2017,581
268,821097,9.0,0,24,32,23.5,88.5,269,0,2017,581
269,821008,8.0,0,28,32,20.5,88.5,270,0,2017,581
270,822077,9.0,0,33,15,31.0,88.0,271,0,2017,581
271,811080,7.0,0,31,26,24.0,88.0,272,0,2017,581
272,812068,10.0,0,31,23,24.0,88.0,273,0,2017,581
273,811090,9.0,0,29,29,21.0,88.0,274,0,2017,581
274,821026,8.0,0,28,33,19.0,88.0,275,0,2017,581
275,812108,8.0,0,28,37,15.0,88.0,276,0,2017,581
276,811013,10.0,0,24,32,21.5,87.5,277,0,2017,581
277,821003,10.0,0,25,36,16.5,87.5,278,0,2017,581
278,812054,9.0,0,31,21,26.0,87.0,279,0,2017,581
279,822090,8.0,0,27,28,24.0,87.0,280,0,2017,581
280,822081,7.0,0,32,32,16.0,87.0,281,0,2017,581
281,821082,8.0,0,21,26,31.5,86.5,282,0,2017,581
282,812105,10.0,0,26,29,21.5,86.5,283,0,2017,581
283,822107,10.0,0,29,27,20.5,86.5,284,0,2017,581
284,812130,9.0,0,31,29,17.5,86.5,285,0,2017,581
285,811099,10.0,0,31,28,17.5,86.5,286,0,2017,581
286,821054,6.0,0,23,29,28.0,86.0,287,0,2017,581
287,822001,10.0,0,32,21,23.0,86.0,288,0,2017,581
288,822039,10.0,0,33,26,17.0,86.0,289,0,2017,581
289,811022,9.0,0,26,22,28.5,85.5,290,0,2017,581
290,822049,10.0,0,28,20,27.5,85.5,291,0,2017,581
291,822104,8.0,0,30,22,25.5,85.5,292,0,2017,581
292,812078,10.0,0,28,18,29.0,85.0,293,0,2017,581
293,821073,5.0,0,25,29,26.0,85.0,294,0,2017,581
294,811092,10.0,0,27,23,25.0,85.0,295,0,2017,581
295,822110,10.0,0,18,30,26.0,84.0,296,0,2017,581
296,812053,,0,40,15,25.0,84.0,297,0,2017,581
297,821011,7.0,0,26,32,19.0,84.0,298,0,2017,581
298,821028,10.0,0,28,22,23.5,83.5,299,0,2017,581
299,812132,10.0,0,30,22,21.5,83.5,300,0,2017,581
300,821012,10.0,0,25,31,17.5,83.5,301,0,2017,581
301,812037,10.0,0,27,20,26.0,83.0,302,0,2017,581
302,821020,4.0,0,27,19,32.5,82.5,303,0,2017,581
303,811082,5.0,0,22,31,24.5,82.5,304,0,2017,581
304,811061,6.0,0,23,31,22.5,82.5,305,0,2017,581
305,811093,5.0,0,31,25,21.5,82.5,306,0,2017,581
306,821059,10.0,0,32,22,18.5,82.5,307,0,2017,581
307,812119,10.0,0,28,26,18.5,82.5,308,0,2017,581
308,822086,10.0,0,34,22,16.5,82.5,309,0,2017,581
309,822040,7.0,0,31,20,24.0,82.0,310,0,2017,581
310,811098,9.0,0,19,33,21.0,82.0,311,0,2017,581
311,822057,8.0,0,26,28,20.0,82.0,312,0,2017,581
312,812044,10.0,0,30,20,21.5,81.5,313,0,2017,581
313,822099,3.0,0,30,28,20.5,81.5,314,0,2017,581
314,821095,8.0,0,23,32,18.5,81.5,315,0,2017,581
315,812045,9.0,0,26,23,23.0,81.0,316,0,2017,581
316,811062,7.0,0,25,29,20.0,81.0,317,0,2017,581
317,812070,9.0,0,21,31,20.0,81.0,318,0,2017,581
318,821077,9.0,0,24,29,19.0,81.0,319,0,2017,581
319,821043,9.0,0,16,27,28.5,80.5,320,0,2017,581
320,821017,6.0,0,25,26,23.5,80.5,321,0,2017,581
321,812076,10.0,0,27,22,21.5,80.5,322,0,2017,581
322,812036,8.0,0,24,27,21.5,80.5,323,0,2017,581
323,812023,10.0,0,32,18,20.5,80.5,324,0,2017,581
324,811076,7.0,0,25,29,19.5,80.5,325,0,2017,581
325,812086,10.0,0,30,28,12.5,80.5,326,0,2017,581
326,811020,9.0,0,21,27,23.0,80.0,327,0,2017,581
327,812005,8.0,0,34,19,19.0,80.0,328,0,2017,581
328,811070,10.0,0,21,30,19.0,80.0,329,0,2017,581
329,822059,10.0,0,27,26,17.0,80.0,330,0,2017,581
330,811103,9.0,0,23,26,21.5,79.5,331,0,2017,581
331,822067,10.0,0,23,22,24.0,79.0,332,0,2017,581
332,811018,10.0,0,27,20,22.0,79.0,333,0,2017,581
333,822089,9.0,0,23,21,25.5,78.5,334,0,2017,581
334,821021,10.0,0,21,25,22.5,78.5,335,0,2017,581
335,811091,10.0,0,23,25,20.5,78.5,336,0,2017,581
336,812123,7.0,0,25,30,16.5,78.5,337,0,2017,581
337,811079,8.0,0,28,27,15.5,78.5,338,0,2017,581
338,822028,10.0,0,22,22,24.0,78.0,339,0,2017,581
339,812020,9.0,0,30,17,22.0,78.0,340,0,2017,581
340,811100,8.0,0,20,30,20.0,78.0,341,0,2017,581
341,812043,10.0,0,27,23,18.0,78.0,342,0,2017,581
342,822033,10.0,0,18,24,25.5,77.5,343,0,2017,581
343,812124,1.0,0,32,26,18.5,77.5,344,0,2017,581
344,822050,10.0,0,26,20,21.0,77.0,345,0,2017,581
345,811025,8.0,0,27,17,24.5,76.5,346,0,2017,581
346,821067,8.0,0,25,21,22.5,76.5,347,0,2017,581
347,812118,5.0,0,28,26,17.5,76.5,348,0,2017,581
348,822058,8.0,0,19,32,17.5,76.5,349,0,2017,581
349,821089,10.0,0,27,17,22.0,76.0,350,0,2017,581
350,811095,8.0,0,21,27,19.5,75.5,351,0,2017,581
351,811006,3.0,0,22,20,29.5,74.5,352,0,2017,581
352,821088,4.0,0,18,25,27.5,74.5,353,0,2017,581
353,821039,9.0,0,24,16,25.5,74.5,354,0,2017,581
354,812021,10.0,0,19,23,22.5,74.5,355,0,2017,581
355,822078,10.0,0,25,24,15.5,74.5,356,0,2017,581
356,811049,9.0,0,25,17,23.0,74.0,357,0,2017,581
357,812122,7.0,0,22,25,20.0,74.0,358,0,2017,581
358,821083,9.0,0,28,20,17.0,74.0,359,0,2017,581
359,822041,8.0,0,27,15,23.5,73.5,360,0,2017,581
360,821080,2.0,0,20,28,23.5,73.5,361,0,2017,581
361,812033,10.0,0,16,29,18.5,73.5,362,0,2017,581
362,812058,9.0,0,23,25,16.0,73.0,363,0,2017,581
363,811060,6.0,0,21,18,27.5,72.5,364,0,2017,581
364,812063,8.0,0,25,19,20.5,72.5,365,0,2017,581
365,812034,9.0,0,19,22,22.0,72.0,366,0,2017,581
366,811032,5.0,0,22,21,23.5,71.5,367,0,2017,581
367,812055,10.0,0,30,18,13.5,71.5,368,0,2017,581
368,821002,10.0,0,19,19,23.0,71.0,369,0,2017,581
369,822062,7.0,0,29,20,15.0,71.0,370,0,2017,581
370,821048,7.0,0,25,20,18.5,70.5,371,0,2017,581
371,811089,9.0,0,18,25,18.5,70.5,372,0,2017,581
372,811007,8.0,0,16,22,24.0,70.0,373,0,2017,581
373,821078,9.0,0,22,17,22.0,70.0,374,0,2017,581
374,821035,2.0,0,17,29,22.0,70.0,375,0,2017,581
375,821060,10.0,0,21,16,22.0,69.0,376,0,2017,581
376,821056,9.0,0,18,20,22.0,69.0,377,0,2017,581
377,811043,8.0,0,18,24,19.0,69.0,378,0,2017,581
378,821086,9.0,0,25,17,18.0,69.0,379,0,2017,581
379,811038,10.0,0,15,21,22.5,68.5,380,0,2017,581
380,822097,5.0,0,24,16,23.0,68.0,381,0,2017,581
381,811015,2.0,0,23,21,22.0,68.0,382,0,2017,581
382,811045,9.0,0,20,23,15.5,67.5,383,0,2017,581
383,812017,10.0,0,17,19,20.5,66.5,384,0,2017,581
384,822047,10.0,0,16,23,17.5,66.5,385,0,2017,581
385,822071,9.0,0,24,16,17.0,66.0,386,0,2017,581
386,821087,9.0,0,21,22,13.5,65.5,387,0,2017,581
387,821052,6.0,0,13,23,20.5,62.5,388,0,2017,581
388,812114,9.0,0,18,16,19.5,62.5,389,0,2017,581
389,811078,6.0,0,14,20,22.0,62.0,390,0,2017,581
390,812028,3.0,0,23,22,13.5,61.5,391,0,2017,581
391,822091,0.0,0,20,18,23.0,61.0,392,0,2017,581
392,811036,0.0,0,16,21,23.5,60.5,393,0,2017,581
393,821004,5.0,0,14,23,18.5,60.5,394,0,2017,581
394,811002,7.0,0,17,14,22.0,60.0,395,0,2017,581
395,822072,8.0,0,16,15,20.5,59.5,396,0,2017,581
396,812031,1.0,0,21,16,21.0,59.0,397,0,2017,581
397,811029,10.0,0,18,17,13.0,58.0,398,0,2017,581
398,821033,5.0,0,21,15,15.5,56.5,399,0,2017,581
399,811042,6.0,0,13,18,19.0,56.0,400,0,2017,581
400,811035,1.0,0,14,23,16.5,54.5,401,0,2017,581
401,811073,2.0,0,15,20,17.0,54.0,402,0,2017,581
402,812046,9.0,0,14,18,13.0,54.0,403,0,2017,581
403,822046,5.0,0,18,18,12.5,53.5,404,0,2017,581
404,812121,2.0,0,20,14,17.0,53.0,405,0,2017,581
405,821038,8.0,0,13,13,17.5,51.5,406,0,2017,581
406,811027,3.0,0,15,16,17.0,51.0,407,0,2017,581
407,812120,0.0,0,15,16,14.5,45.5,408,0,2017,581
408,821066,5.0,0,23,30,11.0,69.0,,2,2017,581
409,822102,7.0,0,12,16,13.5,48.5,,2,2017,581
410,812048,10.0,0,18,23,11.5,62.5,,2,2017,581
411,811046,5.0,0,11,21,14.0,51.0,,2,2017,581
412,812129,4.0,0,16,15,0.0,35.0,,2,2017,581
413,812116,6.0,0,26,6,26.0,64.0,,2,2017,581
414,821030,3.0,0,11,22,15.5,51.5,,2,2017,581
415,811028,2.0,0,15,16,10.0,43.0,,2,2017,581
416,811017,9.0,0,13,20,12.0,54.0,,2,2017,581
417,821092,5.0,0,19,17,10.0,51.0,,2,2017,581
418,822105,5.0,0,10,19,13.0,47.0,,2,2017,581
419,812133,4.0,0,15,2,8.5,29.5,,2,2017,581
420,811074,6.0,0,19,9,23.5,57.5,,2,2017,581
421,821061,5.0,0,19,26,12.0,62.0,,2,2017,581
422,812107,8.0,0,21,13,10.0,52.0,,2,2017,581
423,812072,10.0,0,0,0,34.0,44.0,,2,2017,581
424,812064,10.0,0,26,10,21.0,67.0,,2,2017,581
425,812113,3.0,0,17,7,9.0,36.0,,2,2017,581
426,822034,5.0,0,27,27,12.0,71.0,,2,2017,581
427,812081,2.0,0,11,28,11.0,52.0,,2,2017,581
428,812115,0.0,0,18,11,15.5,44.5,,2,2017,581
429,821074,8.0,0,12,22,26.5,68.5,,2,2017,581
430,812080,8.0,0,19,23,10.0,60.0,,2,2017,581
431,812002,6.0,0,14,23,10.5,53.5,,2,2017,581
432,812029,7.0,0,17,23,11.5,58.5,,2,2017,581
