,,Vysledky pfrjfmacfho ftzeni pro Skolnf rok 201912020,,,,,,,,,,,,,,,,
,,,Poiadi uchazedfipodle vysledku celkov6ho hodnocenf,,,,,,,,,,,,,,,
,,Hudebni,,,,,,,,,,OSP-,OSP -,OSP -,OSP -,OSP -,OSP -,
Reg.,i.,obor,ZS,M - body,M-,oh,M - Kredity,Cj - body,Cl -,"""1""",Cj - kredity,Ht,Ht,Ht,Hudba,lludba,Hudba,Celkem
,,,,,,,,,,,,bodv,o//o,Kreditv,bodv,o//o,kreditv,
01711911,,klav I,"48,00","46,00",,,276.00,"48,00","96,0",,"288,00","28,00","100,0",52.00,"10,00","100,0","300,00",964^00
01911911,,klav r,"48,00",47.00,"94,0",,282.00,49.00,"98,0",,294.00,tq50,"69,6",36.21,g)),9)),216.60,"936,81"
063t19t1,,klav r,"48,00","44,00","88""0",,"264,00","44,00","88,0",,"264,00","29,00","100,0","52,00",,,279.90,907.90
048t19t1,,hous,48.00,"40,00","80,0",,240.00,46.00,"92,0",,216.00,"21,50","76,8",39.93,"9,89","98,8","296,40",900 3r
079t,912,hoboi,"48,00","46,00",9)n,,"276,00","45,00","90,0",,"210,00",?4 00,"85,7",44 51,"8,67","86,7",260.10,898.61
0s6t,911,housle,"48,00","35,00","70,0",,210.00,42.00,"84,0",,252.00,"19,50","69,6",36.21,"10,00",100.0,"300,00","846,21"
0151,9t1,trubka,"48,00","33,00",66.0,,"I98,00","42,00","84,0",,252.00,24.50,"87,5",4( {O,"i0,00","100,0",300.00,843.50
073t,911,klavir,"48,00","38,00","76,0",,228.00,42.00,"84,0",,252.00,"25,00","89,3",46.43,"8,78","87,8","263,40","837,83"
088/,911,lesniroh,"48,00",35 00,70.0,,"210,00","39,00","78,0",,"234,00",23.50,"83,9",4? 64,"10,00","100,0",300.00,83s.64
008/,9t1,kiavir,"48""00",4i 00,"86,0",,2s 8.00,47.00,"94,0",,282.00,"21,50","76,8",39.93,"6,18","67 ""8",)oi 40,"831,33"
0151,9t1,harfa,"48,00",4) OO,"84,0",,"252,00","34,00","68,0",,"204,00","22,00","78,6","40,96",,,283.20,"828,06"
038/,9t1,kiarinet,48.00,"31,00","74,0",,222.00,"36,00",1an,,216.00,?4 00,"85,1",44 57,"9,89",98.9,"296,10","827,21"
