h,"Gymndzium a Hudebniikola hlavniho mdsta Prahy,zdkladni umdleckd ikola",,,,,,,,,,,,,,,,8221434711,
,"130 00 Praha 3, Komenskdho",,,ndmdst[ 9,,,,,,,,,,,,,www.pmhs.cz,
,,,Visfedky piijimaciho iizeni pro Skolni rok 201712018,,,,,,,,,,,,,,,
,,,,,Poiadi uchaze6fr podle vyisledku celkov6ho hodnoceni,,,,,,,,,,,,,
,Hudebirl,,,,,,,,,,,,,,,,,
Ev. C.,"' ""obor",4. roEnft,5. roinik,tj,- uoay,Et-x,fJ - Kredity,M - body,M-o/o,M - Kredity,HT- body,HT-%,HT,- Kredity,Tal - body.,Tal -%,,
019172,housle,"24,OO","24,OO",,"46,OO",92%,"276,00","48,00",96%,"288,00","27,OO",96%,,"50,14","8,67",87%,"260,t0","922,24"
054171,klavir,"24,OO","24,OO",,"44,0O",88%,"264,OO","44,00",88%,"264,OO","25,O0",89%,,"46,43","9,60",96%,"288,00","9r0,43"
064171,klavir,"24,OO","24,OO","48,00",,96%,"288,00","45,00",90%,"270,OO","24,OO",86%,,"44,57","8,40",84%,"252,00","902,57"
008171,housle,"24,OO","24,OO","45,00",,90%,"270,OO","38,00",76%,"22g,OO","26,OO",93%,,"48,29","9,87",99%,"296,LO","890,39"
037172,oiidn5 fl6tna,"24,OO","24,OO",46.00,,92%,"276,O0","44,OO",88%,"264,OO","24,0O",86%,,"44,57","8,47",8s%,"254,LO","886,67"
oo7171,klavir,"24,OO","24,OO","43,00",,86%,"258,00","39,00",78%,"234,0O","11,00",39%,,"20,43","9,53",9s%,"285,90","846,33"
055172,trubka,"22,OO","24,OO",44.O0,,88%,"264,OO","50,00",LOO%,"300,00","21,,0O",75%,,"39,00","6,53",65%,"1_95,90","844,90"
018't72,housle,"24,OO","24,OO","40,00",,80%,"240,OO","42,OO",84%,"252,00","24,00",86%,,"44,57","8,60",86%,"258,00","842,57"
048171,trubka,"24,OO","24,OO","41,,OO",,82%,"246,OO","46,OO",92%,"276,00","23,00",82%,,"42,71","7,57",76%,"227,LO","839,81"
057171,klavir,"24,OO","24,OO","35,00",,70%,"2ro,oo","42,OO",84%,"252,00","22,0O",79%,,"40,86","9,07",9lo/o,"272,rO","822,96"
050't72,lesni roh,"24,OO","24,OO","43,0O",,86%,"2s8,00","37,OO",74o/o,"222,O0","22,OO",79%,,"40,86","8,40",84o/o,"252,OO","820,86"
068172,viola,"24,OO","24,OO","43,00",,86%,"258,00","37,OO",74o/o,"222,O0","22,OO",79%,,"40,86","8,O7",81%,"242,10","810,96"
061171,housle,"24,OO","24,OO","40,00",,80%,"240,OO","40,00",80%,"240,OO","22,OO",79%,,"40,86","7,73",77%,"23L,90","800,76"
011171,violoncello,"24,OO","24,OO","31,00",,62%,"186,00","38,00",76%,"228,OO","23,00",82%,,"42,71","9,64",96%,"289,20","793,9L"
005171,zobcov6 fl6tna,"24,OO","24,OO","40,00",,80%,"240,OO","33,00",66%,"L98,00","26,OO",93%,,"48,29","8,21",82%,"246,30","780,59"
o51171,klarinet,"24,OO","20,00","33,00",,66%,"198,00","40,00",80%,"240,OO","25,00",89%,,"46,43","8,40",84%,"252,OO","780,43"
0601 71,violoncello,"24,OO","24,OO","36,00",,72o/o,"2L6,OO","38,00",76%,"228,OO","23,OO",82%,,"42,71","7,67",77%,"230,to","764,81"
066172,klavir,"24,OO","24,00","31,00",,62%,"186,00","34,00",68%,"204,OO","13,00",46%,,"24,L4","9,80",98%,"294,OO","756,L4"
020171,viola,"24,OO","22,OO","28,00",,56%,168.00,"37,OO",74o/o,"222,OO","1-9,00",68%,,"35,29","9,33",93%,"279,90","75L,19"
056172,klarinet,"20,00","24,OO","32,O0",,64%,"L92,OO","36,00",72%,"2!6,OO","16,00",s7%,,"29,71","8,93",89o/o,"267,90","749,6L"
047171,kytara,"20,00","16,00","33,00",,66%,"198,00","39,00",78%,"234,OO","L5,00",54%,,"27,86","8,33",83%,"249,90","745,76"
002171,zobcov5 fl6tna,"24,OO","24,OO","35,00",,70%,"2LO,OO","33,00",66%,"198,00","l-6,00",57%,,"29,71","8,57",860/o,"257,10","742,8L"
049172,zobcovd fl6tna,"24,OO","24,OO","40,00",,80%,"240,O0","32,OO",64%,"192,OO","1_8,00",64%,,"33,43","7,47",75%,"224,10","737,53"
040't71,piicn6 fl6tna,"24,OO","24,OO","36,00",,72%,"2L6,OO","37,OO",74%,"222,OO","13,00",46%,,"24,r4","7,47",75%,"224,LO","734,24"
024171,violoncello,"24,OO","24,OO","24,O0",,48%,"144,O0","33,00",660/o,"198,00","26,OO",93%,,"48,29","9,53",95%,"285,90","724,!9"

,Gymndzium a Hudebnf ikola hlovniho mdsta,,,,"Prahy, zdkladni umdleckd ikola",,,,,,,,,,8221 434 711,
A,,,,,,,,,,,,,,,,
,"130 00 Praha 3, Komenskdho",,,ndmdstf 9,,,,,,,,,,,www.gmhs.cz,
020171,housle,"24,OO","22,OO","28,00",56%,"168,00","37,O0",74%,"222,0O",19.00,68%,"35,29","8,33",83o/o,"249,90","721,,L9"
071172,trubka,"24,OO","24,OO","27,OO",54o/o,"t62,OO","35,00",7Oo/o,"zLO,OO","l_6,00",57%,"29,7L","8,79",88%,"263,70","713,4L"
045171,s6lovf zp6v,"24,OO","24,OO","38,00",76%,"228,00","41,,OO",82%,"246,OO","2L,OO",75%,"39,00","5,07",5r%,"L52,LO","713,LO"
o15't72,kytara,"24,OO","24,OO",3s.00,70%,"zLO,OO","32,OO",64%,"L92,OO","18,00",64%,"33,43","7,60",76%,"228,OO","7',J,1,,43"
005171,klavir,"24,OO","24,OO","40,00",80%,"240,O0","33,00",66%,"L98,00","26,OO",93%,"48,29","5,87",s9%,"L76,LO","710,39"
026172,lesnl roh,"24,OO","24,OO","31,00",62%,"186,00","3l_,00",62%,"186,00","L7,OO",61%,"3L,57","8,53",85%,"255,90","707,47"
014172,klavir,"22,OO","22,00","33,00",66%,"198,00","33,00",66%,"198,00","L7,OO",6L%,"3L,57","7,80",78%,"234,O0","705,57"
016172,kytara,"20,oo","24,OO","37,OO",74o/o,"222,O0","34,00",68%,"204,OO","L8,00",64%,"33,43","6,67",67%,"200,10","703,53"
023171,klavir,"24,OO","24,OO","4r,oo",82%,"246,00","42,OO",84%,"252,OO","23,OO",82%,"42,71","3,20",32%,"96,00","684,7L"
070172,oiidn6 fl6tna,"24,OO","24,OO","42,0O",84%,"252,OO","34,00",68%,"204,O0","26,OO",93%,"48,29","4,40",44%,"r32,OO","684,29"
oo4171,piidnS fl6tna,"24,OO","24,OO","43,00",86%,"258,00","37,O0",74%,"222,OO","L7,OO",6L%,"3L,57","3,87",39%,"LL6,LO","675,67"
052171,trombon,"16,00","20,00","29,00",56%,"168,00","30,00",60%,"1-80,00","19,00",68%,35.29,"8,53",8s%,"255,90","675,19"
0331 71,housle,"24,OO","24,OO","34,00",68%,"204,O0","36,00",72%,"2t6,OO","2L,OO",7s%,"39,00","5,60",s6%,"1_68,00","675,OO"
03't't72,housle,"24,OO","24,OO","23,OO",460/o,"138,00","34,00",68%,"204,OO","18,00",64%,"33,43","8,29",83%,"248,70","672,13"
059172,s6lovf zpdv,"22,OO","22,OO","40,00",80%,"240,O0","28,O0",s6%,"L68,00","8,00",29o/o,"14,86","6,67",67%,"200,ro","666,96"
043171,housle,"24,OO","24,OO","46,0O",92%,"276,OO","34,00",68%,"204,OO","24,OO",86%,"44,57","3,00",30%,"90,00","662,57"
0391 71,s6lovf zp6v,"24,OO","20,oo","28,00",s6%,"l-68,00","30,00",60%,"180,00","24,OO",86%,"44,57","7,33",73%,"2I9,90","656,47"
020't7'l,solovi zp6v,"24,OO","22,OO","28,00",s6%,"168,00","37,00",74%,"222,OO","19,00",68%,"35,29","6,L4",61%,"L84,20","655,49"
067171,housle,"24,OO","24,OO","33,00",66%,"198,00","22,OO",44%,"L32,OO","16,00",57%,"29,71","7,93",79%,"237,90","645,6L"
006172,kytara,"24,OO","24,OO","30,00",60%,"180,00","28,O0",s6%,"168,00","L0,00",36%,"'J,8,57","7,20",72%,"216,OO",630.57
042171,s6lovf zp6v,"20,00","22,OO","23,00",46%,"138,00","30,00",60%,"1_80,00","13,00",46%,"24,L4","8,21",82%,"246,30","630,44"
021'17'l,trubka,"24,OO","24,OO","24,0O",48%,"1,44,OO","24,O0",48%,"1,44,OO","22,OO",79%,"40,86","8,2L",82%,"246,30","623,L6"
028171,klarinet,"24,OO","24,OO","38,00",76%,"228,OO","36,00",72%,"2L6,OO","L8,00",64%,"33,43","3,20",32%,"96,00","62L,43"
0091 71,lesni roh,"24,OO",24.OO,"35,00",70%,"210,00","17,o0",34%,"LO2,OO","1-5,00",54%,"27,86","7,73",77%,"23L,90","6L9,76"
017171,klavir,"24,OO","22,OO","31,00",62%,"186,00","30,00",60%,"180,00","L4,OO",50%,"26,O0","5,80",s8%,"L74,00","6L2,OO"
032171,s6lovf zp6v,"24,OO","24,00","38,00",76%,"228,OO","36,00",72%,"216,OO","L7,OO",61%,"31_,57","2,80",28%,"84,00","607,57"
030172,zobcov5 fl6tna,"18,00","18,00","40,00",80%,"240,00","15,00",30%,"90,00","13,00",46%,"24,L4","7,O7",7L%,"2T2,LO","602,24"
