TODROP,RANK,ID,CZECH,MATH,GRADES,SUM,YEAR,SCHOOLCOURSE_ID
394,395,8272,189,225,100,514,2017,1481
395,395,8008,189,225,100,514,2017,1481
396,397,8211,198,216,100,514,2017,1481
397,397,8109,198,216,100,514,2017,1481
398,399,8033,207,207,100,514,2017,1481
399,400,8383,225,189,100,514,2017,1481
400,401,8129,252,162,100,514,2017,1481
401,402,8020,207,216,90,513,2017,1481
402,403,8181,207,225,80,512,2017,1481
403,404,8130,261,171,80,512,2017,1481
404,405,8344,144,261,100,505,2017,1481
405,406,8472,207,198,100,505,2017,1481
406,407,8385,270,135,100,505,2017,1481
407,408,8080,243,171,90,504,2017,1481
408,409,8055,225,189,89,503,2017,1481
409,410,8107,162,270,70,502,2017,1481
410,411,8145,180,234,82,496,2017,1481
411,412,8443,234,180,82,496,2017,1481
412,413,8142,180,216,100,496,2017,1481
413,414,8365,207,189,100,496,2017,1481
414,415,8208,207,207,80,494,2017,1481
415,416,8016,216,198,80,494,2017,1481
416,417,8257,180,261,50,491,2017,1481
417,418,8248,243,198,50,491,2017,1481
418,419,8068,180,225,86,491,2017,1481
419,420,8322,207,207,75,489,2017,1481
420,421,8054,135,252,100,487,2017,1481
421,422,8245,207,189,90,486,2017,1481
422,423,8002,198,198,89,485,2017,1481
423,424,8077,153,261,70,484,2017,1481
424,425,8143,171,234,78,483,2017,1481
425,426,8088,225,180,78,483,2017,1481
426,427,8117,207,207,67,481,2017,1481
427,428,8286,162,216,100,478,2017,1481
428,429,8024,189,189,100,478,2017,1481
429,430,8331,243,135,100,478,2017,1481
430,431,8128,189,198,90,477,2017,1481
431,432,8269,243,171,60,474,2017,1481
432,433,8458,153,234,82,469,2017,1481
433,434,8171,198,171,100,469,2017,1481
434,435,8476,153,207,100,460,2017,1481
435,436,8238,234,126,100,460,2017,1481
436,437,8202,243,117,100,460,2017,1481
437,438,8031,135,234,90,459,2017,1481
438,439,8508,171,198,90,459,2017,1481
439,440,8060,180,189,90,459,2017,1481
440,441,8014,243,135,80,458,2017,1481
441,442,8141,198,198,60,456,2017,1481
442,443,8353,198,180,78,456,2017,1481
443,444,8494,270,108,78,456,2017,1481
444,445,8121,171,198,87,456,2017,1481
445,446,8079,207,153,90,450,2017,1481
446,447,8285,135,243,70,448,2017,1481
447,448,8266,198,189,60,447,2017,1481
448,449,8222,162,180,100,442,2017,1481
449,450,8050,171,171,100,442,2017,1481
450,451,8176,198,153,90,441,2017,1481
451,452,8106,180,189,70,439,2017,1481
452,453,8110,234,135,70,439,2017,1481
453,454,8382,198,180,60,438,2017,1481
454,455,8084,162,225,50,437,2017,1481
455,456,8278,126,207,100,433,2017,1481
456,457,8326,189,144,100,433,2017,1481
457,458,8190,144,216,70,430,2017,1481
458,459,8419,153,207,70,430,2017,1481
459,460,8185,216,144,70,430,2017,1481
460,461,8364,135,189,100,424,2017,1481
461,462,8150,135,198,90,423,2017,1481
462,463,8439,216,144,62,422,2017,1481
463,464,8177,135,207,80,422,2017,1481
464,465,8040,180,171,70,421,2017,1481
465,466,8234,162,153,100,415,2017,1481
466,467,8256,216,108,86,410,2017,1481
467,468,8296,189,126,91,406,2017,1481
468,469,8011,99,207,100,406,2017,1481
469,470,8049,162,153,90,405,2017,1481
470,471,8252,117,207,80,404,2017,1481
471,472,8115,171,153,78,402,2017,1481
472,473,8253,126,180,90,396,2017,1481
473,473,8242,126,180,90,396,2017,1481
474,475,8224,198,117,80,395,2017,1481
475,476,8001,144,189,56,389,2017,1481
476,477,8293,189,144,50,383,2017,1481
477,478,8239,144,135,100,379,2017,1481
478,479,8422,171,117,90,378,2017,1481
479,480,8127,207,90,78,375,2017,1481
480,481,8136,216,81,78,375,2017,1481
481,482,8034,180,108,80,368,2017,1481
482,483,8085,99,198,70,367,2017,1481
483,484,8501,153,117,75,345,2017,1481
484,485,8495,117,135,90,342,2017,1481
485,486,8455,180,126,30,336,2017,1481
486,487,8376,144,135,56,335,2017,1481
487,488,8381,99,144,89,332,2017,1481
488,489,8116,90,171,67,328,2017,1481
489,490,8026,108,144,70,322,2017,1481
490,491,8046,135,126,60,321,2017,1481
491,492,8059,99,126,90,315,2017,1481
492,493,8482,126,81,100,307,2017,1481
493,494,8463,108,153,36,297,2017,1481
494,495,8368,126,90,80,296,2017,1481
495,496,8452,153,72,60,285,2017,1481
496,497,8484,72,162,36,270,2017,1481
497,498,8374,108,81,80,269,2017,1481
498,499,8146,117,72,70,259,2017,1481
