TODROP,RANK,ID,CZECH,MATH,GRADES,SUM,YEAR,SCHOOLCOURSE_ID
0,1,8346,423,450,100,973,2017,1481
1,2,8112,441,423,100,964,2017,1481
2,3,8394,441,414,100,955,2017,1481
3,4,8431,414,432,100,946,2017,1481
4,5,8505,423,414,100,937,2017,1481
5,5,8019,423,414,100,937,2017,1481
6,7,8251,414,414,100,928,2017,1481
7,7,8250,414,414,100,928,2017,1481
8,9,8100,432,396,100,928,2017,1481
9,10,8352,387,432,100,919,2017,1481
10,11,8188,423,396,100,919,2017,1481
11,11,8487,423,396,100,919,2017,1481
12,13,8203,378,432,100,910,2017,1481
13,14,8240,396,414,100,910,2017,1481
14,15,8170,414,396,100,910,2017,1481
15,16,8125,369,432,100,901,2017,1481
16,17,8332,378,423,100,901,2017,1481
17,18,8310,387,414,100,901,2017,1481
18,18,8075,387,414,100,901,2017,1481
19,20,8411,405,396,100,901,2017,1481
20,20,8349,405,396,100,901,2017,1481
21,22,8281,423,378,100,901,2017,1481
22,23,8471,378,414,100,892,2017,1481
23,23,8097,378,414,100,892,2017,1481
24,25,8221,414,378,100,892,2017,1481
25,25,8214,414,378,100,892,2017,1481
26,27,8470,369,414,100,883,2017,1481
27,28,8065,387,396,100,883,2017,1481
28,29,8498,396,387,100,883,2017,1481
29,30,8351,405,378,100,883,2017,1481
30,31,8465,414,369,100,883,2017,1481
31,32,8173,423,360,100,883,2017,1481
32,33,8395,369,405,100,874,2017,1481
33,34,8303,378,396,100,874,2017,1481
34,35,8154,396,378,100,874,2017,1481
35,36,8350,405,378,90,873,2017,1481
36,37,8283,360,414,91,865,2017,1481
37,38,8397,351,414,100,865,2017,1481
38,39,8456,387,378,100,865,2017,1481
39,40,8249,405,360,100,865,2017,1481
40,41,8337,414,369,78,861,2017,1481
41,42,8042,324,432,100,856,2017,1481
42,43,8425,342,414,100,856,2017,1481
43,44,8067,369,387,100,856,2017,1481
44,45,8409,378,378,100,856,2017,1481
45,46,8329,387,369,100,856,2017,1481
46,46,8036,387,369,100,856,2017,1481
47,48,8259,423,333,100,856,2017,1481
48,49,8073,333,414,100,847,2017,1481
49,50,8393,396,351,100,847,2017,1481
50,51,8459,324,414,100,838,2017,1481
51,51,8481,324,414,100,838,2017,1481
52,53,8078,360,378,100,838,2017,1481
53,53,8103,360,378,100,838,2017,1481
54,55,8504,378,360,100,838,2017,1481
55,55,8493,378,360,100,838,2017,1481
56,55,8052,378,360,100,838,2017,1481
57,58,8306,387,351,100,838,2017,1481
58,59,8308,396,342,100,838,2017,1481
59,60,8360,342,387,100,829,2017,1481
60,61,8231,351,378,100,829,2017,1481
61,62,8488,360,369,100,829,2017,1481
62,63,8133,387,342,100,829,2017,1481
63,63,8090,387,342,100,829,2017,1481
64,63,8148,387,342,100,829,2017,1481
65,66,8474,396,333,100,829,2017,1481
66,67,8489,306,414,100,820,2017,1481
67,68,8371,315,405,100,820,2017,1481
68,69,8327,324,396,100,820,2017,1481
69,70,8094,360,360,100,820,2017,1481
70,70,8467,360,360,100,820,2017,1481
71,72,8396,369,351,100,820,2017,1481
72,72,8172,369,351,100,820,2017,1481
73,74,8317,378,342,100,820,2017,1481
74,75,8093,387,333,100,820,2017,1481
75,76,8324,396,324,100,820,2017,1481
76,76,8149,396,324,100,820,2017,1481
77,78,8426,405,315,100,820,2017,1481
78,79,8104,333,378,100,811,2017,1481
79,80,8424,342,369,100,811,2017,1481
80,80,8435,342,369,100,811,2017,1481
81,82,8289,351,360,100,811,2017,1481
82,82,8356,351,360,100,811,2017,1481
83,82,8213,351,360,100,811,2017,1481
84,85,8032,369,342,100,811,2017,1481
85,85,8373,369,342,100,811,2017,1481
86,87,8480,387,324,100,811,2017,1481
87,88,8436,396,315,100,811,2017,1481
88,89,8491,315,387,100,802,2017,1481
89,89,8043,315,387,100,802,2017,1481
90,91,8389,324,378,100,802,2017,1481
91,92,8342,333,369,100,802,2017,1481
92,93,8243,342,360,100,802,2017,1481
93,94,8414,279,414,100,793,2017,1481
94,95,8196,315,378,100,793,2017,1481
95,96,8028,333,360,100,793,2017,1481
96,97,8325,360,333,100,793,2017,1481
97,98,8370,369,324,100,793,2017,1481
98,98,8111,369,324,100,793,2017,1481
99,100,8165,378,324,89,791,2017,1481
100,101,8478,387,306,91,784,2017,1481
101,102,8076,315,369,100,784,2017,1481
102,103,8363,333,351,100,784,2017,1481
103,103,8039,333,351,100,784,2017,1481
104,105,8072,342,342,100,784,2017,1481
105,105,8506,342,342,100,784,2017,1481
106,107,8132,369,315,100,784,2017,1481
107,108,8496,378,306,100,784,2017,1481
108,109,8062,387,297,100,784,2017,1481
109,110,8276,405,279,100,784,2017,1481
110,111,8254,288,405,89,782,2017,1481
111,112,8153,396,297,82,775,2017,1481
112,113,8273,342,342,91,775,2017,1481
113,114,8469,261,414,100,775,2017,1481
114,115,8399,297,378,100,775,2017,1481
115,116,8108,324,351,100,775,2017,1481
116,116,8267,324,351,100,775,2017,1481
117,118,8122,333,342,100,775,2017,1481
118,118,8301,333,342,100,775,2017,1481
119,120,8247,351,324,100,775,2017,1481
120,121,8429,360,315,100,775,2017,1481
121,122,8442,369,306,100,775,2017,1481
122,123,8229,414,261,100,775,2017,1481
123,124,8392,306,360,100,766,2017,1481
124,125,8264,315,351,100,766,2017,1481
125,126,8114,324,342,100,766,2017,1481
126,127,8182,333,333,100,766,2017,1481
127,128,8390,342,324,100,766,2017,1481
128,129,8237,360,306,100,766,2017,1481
129,130,8378,369,297,100,766,2017,1481
130,131,8030,315,360,86,761,2017,1481
131,132,8361,324,342,91,757,2017,1481
132,133,8502,306,351,100,757,2017,1481
133,134,8483,315,342,100,757,2017,1481
134,135,8413,324,333,100,757,2017,1481
135,136,8164,333,324,100,757,2017,1481
136,137,8096,342,315,100,757,2017,1481
137,138,8140,351,306,100,757,2017,1481
138,139,8444,360,297,100,757,2017,1481
139,140,8089,378,279,100,757,2017,1481
140,140,8380,378,279,100,757,2017,1481
141,142,8295,333,324,91,748,2017,1481
142,143,8197,342,306,100,748,2017,1481
143,143,8448,342,306,100,748,2017,1481
144,145,8297,351,297,100,748,2017,1481
145,146,8191,297,360,90,747,2017,1481
146,147,8388,387,261,91,739,2017,1481
147,148,8215,279,360,100,739,2017,1481
148,148,8377,279,360,100,739,2017,1481
149,150,8415,315,324,100,739,2017,1481
150,151,8421,324,315,100,739,2017,1481
151,152,8400,387,252,100,739,2017,1481
152,152,8402,387,252,100,739,2017,1481
153,154,8338,279,351,100,730,2017,1481
154,155,8457,288,342,100,730,2017,1481
155,156,8074,297,333,100,730,2017,1481
156,157,8290,315,315,100,730,2017,1481
157,157,8102,315,315,100,730,2017,1481
158,159,8475,333,297,100,730,2017,1481
159,159,8447,333,297,100,730,2017,1481
160,161,8334,261,360,100,721,2017,1481
161,162,8462,279,342,100,721,2017,1481
162,163,8246,288,333,100,721,2017,1481
163,164,8313,297,324,100,721,2017,1481
164,164,8012,297,324,100,721,2017,1481
165,166,8300,306,315,100,721,2017,1481
166,166,8345,306,315,100,721,2017,1481
167,168,8497,351,270,100,721,2017,1481
168,169,8217,369,252,100,721,2017,1481
169,170,8200,234,378,100,712,2017,1481
170,171,8212,261,351,100,712,2017,1481
171,172,8053,270,342,100,712,2017,1481
172,172,8320,270,342,100,712,2017,1481
173,172,8057,270,342,100,712,2017,1481
174,175,8507,279,333,100,712,2017,1481
175,176,8022,288,324,100,712,2017,1481
176,177,8454,297,315,100,712,2017,1481
177,178,8192,306,306,100,712,2017,1481
178,179,8412,333,279,100,712,2017,1481
179,179,8069,333,279,100,712,2017,1481
180,179,8261,333,279,100,712,2017,1481
181,182,8087,342,270,100,712,2017,1481
182,183,8477,360,252,100,712,2017,1481
183,184,8428,252,369,89,710,2017,1481
184,185,8270,315,306,89,710,2017,1481
185,186,8503,261,360,82,703,2017,1481
186,187,8183,288,315,100,703,2017,1481
187,188,8339,306,297,100,703,2017,1481
188,189,8218,315,288,100,703,2017,1481
189,190,8366,324,279,100,703,2017,1481
190,191,8207,369,234,100,703,2017,1481
191,192,8064,333,279,90,702,2017,1481
192,193,8441,306,306,89,701,2017,1481
193,194,8134,288,315,91,694,2017,1481
194,195,8209,252,342,100,694,2017,1481
195,196,8391,261,333,100,694,2017,1481
196,197,8184,288,306,100,694,2017,1481
197,197,8168,288,306,100,694,2017,1481
198,197,8434,288,306,100,694,2017,1481
199,200,8139,315,279,100,694,2017,1481
200,201,8307,342,252,100,694,2017,1481
201,202,8453,306,297,90,693,2017,1481
202,203,8005,270,342,80,692,2017,1481
203,204,8226,360,252,80,692,2017,1481
204,205,8466,306,288,91,685,2017,1481
205,206,8147,351,243,91,685,2017,1481
206,207,8219,252,333,100,685,2017,1481
207,207,8195,252,333,100,685,2017,1481
208,209,8265,261,324,100,685,2017,1481
209,210,8169,270,315,100,685,2017,1481
210,211,8367,279,306,100,685,2017,1481
211,211,8027,279,306,100,685,2017,1481
212,211,8029,279,306,100,685,2017,1481
213,214,8347,297,288,100,685,2017,1481
214,215,8037,306,279,100,685,2017,1481
215,216,8354,270,324,90,684,2017,1481
216,217,8410,261,342,80,683,2017,1481
217,218,8236,306,288,89,683,2017,1481
218,219,8082,360,270,50,680,2017,1481
219,220,8044,288,297,91,676,2017,1481
220,221,8035,243,333,100,676,2017,1481
221,221,8291,243,333,100,676,2017,1481
222,223,8066,252,324,100,676,2017,1481
223,224,8071,261,315,100,676,2017,1481
224,225,8299,279,297,100,676,2017,1481
225,226,8010,288,288,100,676,2017,1481
226,226,8274,288,288,100,676,2017,1481
227,228,8279,297,279,100,676,2017,1481
228,229,8155,324,252,100,676,2017,1481
229,229,8003,324,252,100,676,2017,1481
230,231,8038,243,342,90,675,2017,1481
231,232,8206,297,288,90,675,2017,1481
232,233,8479,360,234,80,674,2017,1481
233,234,8449,297,288,89,674,2017,1481
234,235,8186,216,378,78,672,2017,1481
235,236,8098,225,342,100,667,2017,1481
236,236,8241,225,342,100,667,2017,1481
237,238,8277,234,333,100,667,2017,1481
238,238,8263,234,333,100,667,2017,1481
239,240,8314,252,315,100,667,2017,1481
240,240,8304,252,315,100,667,2017,1481
241,242,8056,261,306,100,667,2017,1481
242,243,8288,270,297,100,667,2017,1481
243,244,8216,315,252,100,667,2017,1481
244,244,8157,315,252,100,667,2017,1481
245,246,8440,324,243,100,667,2017,1481
246,247,8152,288,288,90,666,2017,1481
247,248,8328,315,261,87,663,2017,1481
248,249,8021,252,306,100,658,2017,1481
249,250,8357,261,297,100,658,2017,1481
250,250,8123,261,297,100,658,2017,1481
251,252,8194,306,252,100,658,2017,1481
252,253,8223,270,297,90,657,2017,1481
253,254,8255,189,387,80,656,2017,1481
254,255,8156,225,324,100,649,2017,1481
255,255,8131,225,324,100,649,2017,1481
256,257,8144,234,315,100,649,2017,1481
257,258,8403,243,306,100,649,2017,1481
258,259,8083,252,297,100,649,2017,1481
259,260,8158,297,252,100,649,2017,1481
260,260,8362,297,252,100,649,2017,1481
261,262,8408,333,216,100,649,2017,1481
262,263,8316,342,207,100,649,2017,1481
263,264,8166,252,315,80,647,2017,1481
264,265,8162,234,324,89,647,2017,1481
265,266,8315,279,288,78,645,2017,1481
266,267,8298,324,234,87,645,2017,1481
267,268,8384,225,315,100,640,2017,1481
268,269,8260,234,306,100,640,2017,1481
269,269,8007,234,306,100,640,2017,1481
270,271,8438,261,279,100,640,2017,1481
271,271,8201,261,279,100,640,2017,1481
272,273,8284,270,270,100,640,2017,1481
273,274,8058,279,261,100,640,2017,1481
274,275,8070,288,252,100,640,2017,1481
275,276,8101,315,225,100,640,2017,1481
276,277,8189,324,216,100,640,2017,1481
277,277,8330,324,216,100,640,2017,1481
278,279,8225,279,270,86,635,2017,1481
279,280,8321,243,315,73,631,2017,1481
280,281,8500,243,288,100,631,2017,1481
281,282,8486,279,252,100,631,2017,1481
282,283,8113,288,243,100,631,2017,1481
283,284,8333,315,216,100,631,2017,1481
284,285,8294,324,207,100,631,2017,1481
285,286,8041,225,315,90,630,2017,1481
286,287,8485,279,261,90,630,2017,1481
287,288,8437,270,270,89,629,2017,1481
288,289,8499,279,261,89,629,2017,1481
289,290,8262,306,225,91,622,2017,1481
290,291,8018,216,306,100,622,2017,1481
291,292,8401,261,261,100,622,2017,1481
292,293,8220,324,198,100,622,2017,1481
293,294,8205,243,297,80,620,2017,1481
294,295,8468,243,297,73,613,2017,1481
295,296,8199,216,297,100,613,2017,1481
296,297,8387,243,270,100,613,2017,1481
297,298,8420,270,243,100,613,2017,1481
298,299,8432,288,225,100,613,2017,1481
299,300,8137,234,288,89,611,2017,1481
300,301,8302,180,324,100,604,2017,1481
301,302,8126,225,279,100,604,2017,1481
302,303,8193,261,243,100,604,2017,1481
303,304,8355,279,225,100,604,2017,1481
304,305,8063,234,279,90,603,2017,1481
305,306,8174,261,252,90,603,2017,1481
306,307,8348,234,288,80,602,2017,1481
307,308,8233,243,288,70,601,2017,1481
308,309,8386,288,234,78,600,2017,1481
309,310,8358,207,288,100,595,2017,1481
310,311,8258,225,270,100,595,2017,1481
311,312,8287,234,261,100,595,2017,1481
312,313,8423,243,252,100,595,2017,1481
313,313,8464,243,252,100,595,2017,1481
314,315,8025,252,243,100,595,2017,1481
315,316,8372,288,207,100,595,2017,1481
316,317,8151,306,189,100,595,2017,1481
317,318,8187,261,225,100,586,2017,1481
318,319,8379,288,198,100,586,2017,1481
319,319,8105,288,198,100,586,2017,1481
320,319,8092,288,198,100,586,2017,1481
321,322,8178,306,180,100,586,2017,1481
322,323,8135,207,297,80,584,2017,1481
323,324,8406,252,252,80,584,2017,1481
324,325,8280,234,270,78,582,2017,1481
325,326,8180,180,297,100,577,2017,1481
326,327,8309,216,261,100,577,2017,1481
327,328,8119,234,243,100,577,2017,1481
328,329,8369,243,234,100,577,2017,1481
329,330,8430,252,225,100,577,2017,1481
330,331,8086,288,189,100,577,2017,1481
331,332,8160,207,279,90,576,2017,1481
332,333,8404,216,270,90,576,2017,1481
333,334,8095,243,243,90,576,2017,1481
334,335,8061,225,270,80,575,2017,1481
335,336,8091,234,252,89,575,2017,1481
336,337,8450,279,225,70,574,2017,1481
337,338,8405,243,252,73,568,2017,1481
338,339,8460,207,261,100,568,2017,1481
339,339,8445,207,261,100,568,2017,1481
340,341,8118,243,225,100,568,2017,1481
341,342,8120,261,207,100,568,2017,1481
342,343,8198,207,315,45,567,2017,1481
343,344,8318,216,270,80,566,2017,1481
344,345,8417,225,261,80,566,2017,1481
345,346,8427,252,234,80,566,2017,1481
346,347,8244,225,261,78,564,2017,1481
347,348,8175,207,288,64,559,2017,1481
348,349,8051,171,288,100,559,2017,1481
349,350,8490,225,234,100,559,2017,1481
350,351,8228,243,216,100,559,2017,1481
351,352,8433,270,189,100,559,2017,1481
352,353,8138,279,180,100,559,2017,1481
353,354,8319,171,297,90,558,2017,1481
354,355,8013,252,216,90,558,2017,1481
355,356,8359,234,234,89,557,2017,1481
356,357,8323,279,189,89,557,2017,1481
357,358,8311,207,279,70,556,2017,1481
358,359,8461,207,261,82,550,2017,1481
359,360,8282,180,270,100,550,2017,1481
360,361,8446,207,243,100,550,2017,1481
361,362,8015,252,198,100,550,2017,1481
362,363,8006,261,189,100,550,2017,1481
363,364,8492,234,234,80,548,2017,1481
364,365,8268,288,180,80,548,2017,1481
365,366,8292,180,297,70,547,2017,1481
366,367,8343,162,297,87,546,2017,1481
367,368,8398,198,279,67,544,2017,1481
368,369,8341,171,270,100,541,2017,1481
369,370,8312,189,270,80,539,2017,1481
370,371,8179,234,225,80,539,2017,1481
371,372,8161,234,225,78,537,2017,1481
372,373,8271,207,261,67,535,2017,1481
373,374,8099,162,270,100,532,2017,1481
374,375,8275,216,216,100,532,2017,1481
375,376,8009,225,207,100,532,2017,1481
376,377,8017,234,198,100,532,2017,1481
377,378,8227,261,171,100,532,2017,1481
378,378,8230,261,171,100,532,2017,1481
379,380,8004,297,135,100,532,2017,1481
380,381,8081,315,135,80,530,2017,1481
381,382,8473,234,207,89,530,2017,1481
382,383,8204,216,243,67,526,2017,1481
383,384,8047,252,216,55,523,2017,1481
384,385,8045,270,162,91,523,2017,1481
385,386,8375,198,225,100,523,2017,1481
386,387,8124,252,171,100,523,2017,1481
387,388,8235,297,126,100,523,2017,1481
388,389,8340,189,243,90,522,2017,1481
389,390,8159,225,216,80,521,2017,1481
390,391,8305,234,198,89,521,2017,1481
391,392,8335,216,234,70,520,2017,1481
392,393,8336,162,270,86,518,2017,1481
393,394,8163,162,252,100,514,2017,1481
