Výsledková listina přijímacích zkoušek - osmileté vzdělávání,,,,,,,,
,,,B o d o v é h o d n o c e n í,,,,,
,,Body,Test Celkem,,,,Celkem,
Registrační číslo uchazeče:,,za ZŠ,M ČJ AJ,,,,,
Přijatí žáci,,,,,,,,
1.,45183373,10.00,47,49,50,146.00,156.00,přijat
2.,12174747,10.00,48,46,47,141.00,151.00,přijat
3.,07178319,10.00,44,49,48,141.00,151.00,přijat
4.,02181969,10.00,44,48,48,140.00,150.00,přijat
5.,72170878,10.00,45,46,48,139.00,149.00,přijat
6.,64176151,10.00,46,46,46,138.00,148.00,přijat
7.,55169833,10.00,43,47,48,138.00,148.00,přijat
8.,35168351,10.00,44,44,49,137.00,147.00,přijat
9.,31166323,10.00,41,47,48,136.00,146.00,přijat
10.,40168990,10.00,38,48,49,135.00,145.00,přijat
11.,61179583,10.00,47,40,46,133.00,143.00,přijat
12.,63165901,10.00,41,42,50,133.00,143.00,přijat
13.,15166104,10.00,43,42,47,132.00,142.00,přijat
14.,20182110,10.00,43,42,47,132.00,142.00,přijat
15.,09166744,10.00,41,44,47,132.00,142.00,přijat
16.,02171096,10.00,39,46,47,132.00,142.00,přijat
17.,28174528,10.00,42,43,46,131.00,141.00,přijat
18.,28181689,10.00,34,47,50,131.00,141.00,přijat
19.,10182749,10.00,40,41,49,130.00,140.00,přijat
20.,97175027,10.00,42,40,47,129.00,139.00,přijat
21.,90186041,10.00,42,40,46,128.00,138.00,přijat
22.,96169895,10.00,42,37,48,127.00,137.00,přijat
23.,06166463,10.00,41,39,47,127.00,137.00,přijat
24.,60185339,10.00,40,39,48,127.00,137.00,přijat
25.,53168569,10.00,37,45,45,127.00,137.00,přijat
26.,32166182,8.67,43,37,48,128.00,136.67,přijat
27.,26168912,10.00,41,39,46,126.00,136.00,přijat
28.,88165340,10.00,39,44,43,126.00,136.00,přijat
29.,07174606,10.00,37,43,45,125.00,135.00,přijat
30.,95186681,10.00,35,41,49,125.00,135.00,přijat
31.,61164778,10.00,38,39,46,123.00,133.00,přijat
32.,65185620,10.00,38,42,43,123.00,133.00,přijat
33.,13177414,10.00,37,45,41,123.00,133.00,přijat
34.,27168772,10.00,34,44,45,123.00,133.00,přijat
Obor: 79-41-K/81,,,,,,zpracováno: 29. 4. 2019,,

,,,B o d o v é h o d n o c e n í,,,,,
,,Body,Test Celkem,,,,Celkem,
Registrační číslo uchazeče:,,za ZŠ,M ČJ AJ,,,,,
35.,36168288,10.00,33,44,46,123.00,133.00,přijat
36.,67167025,10.00,38,38,46,122.00,132.00,přijat
37.,45171018,10.00,36,40,46,122.00,132.00,přijat
38.,74171861,10.00,35,42,45,122.00,132.00,přijat
39.,34176634,10.00,37,39,45,121.00,131.00,přijat
40.,45174887,10.00,32,42,47,121.00,131.00,přijat
41.,21164981,10.00,30,44,47,121.00,131.00,přijat
