RANK,YEAR,ID,ADMITTED_ID,SCHOOLCOURSE_ID
17,2019,17,1,2181
18,2019,18,1,2181
19,2019,19,1,2181
20,2019,20,1,2181
21,2019,21,1,2181
22,2019,22,1,2181
23,2019,23,1,2181
24,2019,24,1,2181
25,2019,25,1,2181
26,2019,26,1,2181
27,2019,27,1,2181
28,2019,28,1,2181
29,2019,29,1,2181
30,2019,30,1,2181
31,2019,31,1,2181
32,2019,32,1,2181
33,2019,33,1,2181
34,2019,34,1,2181
35,2019,35,1,2181
36,2019,36,1,2181
37,2019,37,1,2181
38,2019,38,1,2181
39,2019,39,1,2181
40,2019,40,1,2181
41,2019,41,1,2181
42,2019,42,1,2181
43,2019,43,1,2181
44,2019,44,1,2181
45,2019,45,1,2181
46,2019,46,1,2181
47,2019,47,1,2181
48,2019,48,1,2181
49,2019,49,1,2181
50,2019,50,1,2181
51,2019,51,1,2181
52,2019,52,1,2181
53,2019,53,1,2181
54,2019,54,1,2181
55,2019,55,1,2181
56,2019,56,1,2181
57,2019,57,1,2181
58,2019,58,1,2181
59,2019,59,1,2181
60,2019,60,1,2181
1,2020,1,1,2181
2,2020,2,1,2181
3,2020,3,1,2181
4,2020,4,1,2181
5,2020,5,1,2181
6,2020,6,1,2181
7,2020,7,1,2181
8,2020,8,1,2181
9,2020,9,1,2181
10,2020,10,1,2181
11,2020,11,1,2181
12,2020,12,1,2181
13,2020,13,1,2181
14,2020,14,1,2181
15,2020,15,1,2181
16,2020,16,1,2181
17,2020,17,1,2181
18,2020,18,1,2181
19,2020,19,1,2181
20,2020,20,1,2181
21,2020,21,1,2181
22,2020,22,1,2181
23,2020,23,1,2181
24,2020,24,1,2181
25,2020,25,1,2181
26,2020,26,1,2181
27,2020,27,1,2181
28,2020,28,1,2181
29,2020,29,1,2181
30,2020,30,1,2181
31,2020,31,1,2181
32,2020,32,1,2181
33,2020,33,1,2181
34,2020,34,1,2181
35,2020,35,1,2181
36,2020,36,1,2181
37,2020,37,1,2181
38,2020,38,1,2181
39,2020,39,1,2181
40,2020,40,1,2181
41,2020,41,1,2181
42,2020,42,1,2181
43,2020,43,1,2181
44,2020,44,1,2181
45,2020,45,1,2181
46,2020,46,1,2181
47,2020,47,1,2181
48,2020,48,1,2181
49,2020,49,1,2181
50,2020,50,1,2181
51,2020,51,1,2181
52,2020,52,1,2181
53,2020,53,1,2181
54,2020,54,1,2181
55,2020,55,1,2181
56,2020,56,1,2181
57,2020,57,1,2181
58,2020,58,1,2181
59,2020,59,1,2181
60,2020,60,1,2181
61,2019,61,0,2181
62,2019,62,0,2181
63,2019,63,0,2181
64,2019,64,0,2181
65,2019,65,0,2181
66,2019,66,0,2181
67,2019,67,0,2181
68,2019,68,0,2181
69,2019,69,0,2181
70,2019,70,0,2181
71,2019,71,0,2181
72,2019,72,0,2181
73,2019,73,0,2181
74,2019,74,0,2181
75,2019,75,0,2181
76,2019,76,0,2181
77,2019,77,0,2181
78,2019,78,0,2181
79,2019,79,0,2181
80,2019,80,0,2181
81,2019,81,0,2181
82,2019,82,0,2181
83,2019,83,0,2181
84,2019,84,0,2181
85,2019,85,0,2181
86,2019,86,0,2181
87,2019,87,0,2181
88,2019,88,0,2181
89,2019,89,0,2181
90,2019,90,0,2181
91,2019,91,0,2181
92,2019,92,0,2181
93,2019,93,0,2181
94,2019,94,0,2181
95,2019,95,0,2181
96,2019,96,0,2181
97,2019,97,0,2181
98,2019,98,0,2181
99,2019,99,0,2181
100,2019,100,0,2181
101,2019,101,0,2181
102,2019,102,0,2181
103,2019,103,0,2181
104,2019,104,0,2181
105,2019,105,0,2181
106,2019,106,0,2181
107,2019,107,0,2181
108,2019,108,0,2181
109,2019,109,0,2181
110,2019,110,0,2181
111,2019,111,0,2181
112,2019,112,0,2181
113,2019,113,0,2181
114,2019,114,0,2181
115,2019,115,0,2181
116,2019,116,0,2181
117,2019,117,0,2181
118,2019,118,0,2181
119,2019,119,0,2181
120,2019,120,0,2181
121,2019,121,0,2181
122,2019,122,0,2181
123,2019,123,0,2181
124,2019,124,0,2181
125,2019,125,0,2181
126,2019,126,0,2181
127,2019,127,0,2181
128,2019,128,0,2181
129,2019,129,0,2181
130,2019,130,0,2181
131,2019,131,0,2181
132,2019,132,0,2181
133,2019,133,0,2181
134,2019,134,0,2181
135,2019,135,0,2181
136,2019,136,0,2181
137,2019,137,0,2181
138,2019,138,0,2181
139,2019,139,0,2181
140,2019,140,0,2181
141,2019,141,0,2181
142,2019,142,0,2181
143,2019,143,0,2181
144,2019,144,0,2181
145,2019,145,0,2181
146,2019,146,0,2181
147,2019,147,0,2181
148,2019,148,0,2181
149,2019,149,0,2181
150,2019,150,0,2181
151,2019,151,0,2181
152,2019,152,0,2181
153,2019,153,0,2181
154,2019,154,0,2181
155,2019,155,0,2181
156,2019,156,0,2181
157,2019,157,0,2181
158,2019,158,0,2181
159,2019,159,0,2181
160,2019,160,0,2181
161,2019,161,0,2181
162,2019,162,0,2181
163,2019,163,0,2181
164,2019,164,0,2181
165,2019,165,0,2181
166,2019,166,0,2181
167,2019,167,0,2181
168,2019,168,0,2181
169,2019,169,0,2181
170,2019,170,0,2181
171,2019,171,0,2181
172,2019,172,0,2181
173,2019,173,0,2181
174,2019,174,0,2181
175,2019,175,0,2181
176,2019,176,0,2181
177,2019,177,0,2181
178,2019,178,0,2181
179,2019,179,0,2181
180,2019,180,0,2181
181,2019,181,0,2181
182,2019,182,0,2181
183,2019,183,0,2181
184,2019,184,0,2181
185,2019,185,0,2181
186,2019,186,0,2181
187,2019,187,0,2181
188,2019,188,0,2181
189,2019,189,0,2181
190,2019,190,0,2181
191,2019,191,0,2181
192,2019,192,0,2181
193,2019,193,0,2181
194,2019,194,0,2181
195,2019,195,0,2181
196,2019,196,0,2181
197,2019,197,0,2181
198,2019,198,0,2181
199,2019,199,0,2181
200,2019,200,0,2181
201,2019,201,0,2181
202,2019,202,0,2181
203,2019,203,0,2181
204,2019,204,0,2181
205,2019,205,0,2181
206,2019,206,0,2181
207,2019,207,0,2181
208,2019,208,0,2181
209,2019,209,0,2181
210,2019,210,0,2181
211,2019,211,0,2181
212,2019,212,0,2181
213,2019,213,0,2181
214,2019,214,0,2181
215,2019,215,0,2181
216,2019,216,0,2181
217,2019,217,0,2181
218,2019,218,0,2181
219,2019,219,0,2181
220,2019,220,0,2181
221,2019,221,0,2181
222,2019,222,0,2181
223,2019,223,0,2181
224,2019,224,0,2181
225,2019,225,0,2181
226,2019,226,0,2181
227,2019,227,0,2181
228,2019,228,0,2181
229,2019,229,0,2181
230,2019,230,0,2181
231,2019,231,0,2181
232,2019,232,0,2181
233,2019,233,0,2181
234,2019,234,0,2181
235,2019,235,0,2181
236,2019,236,0,2181
237,2019,237,0,2181
238,2019,238,0,2181
239,2019,239,4,2181
61,2020,61,0,2181
62,2020,62,0,2181
63,2020,63,0,2181
64,2020,64,0,2181
65,2020,65,0,2181
66,2020,66,0,2181
67,2020,67,0,2181
68,2020,68,0,2181
69,2020,69,0,2181
70,2020,70,0,2181
71,2020,71,0,2181
72,2020,72,0,2181
73,2020,73,0,2181
74,2020,74,0,2181
75,2020,75,0,2181
76,2020,76,0,2181
77,2020,77,0,2181
78,2020,78,0,2181
79,2020,79,0,2181
80,2020,80,0,2181
81,2020,81,0,2181
82,2020,82,0,2181
83,2020,83,0,2181
84,2020,84,0,2181
85,2020,85,0,2181
86,2020,86,0,2181
87,2020,87,0,2181
88,2020,88,0,2181
89,2020,89,0,2181
90,2020,90,0,2181
91,2020,91,0,2181
92,2020,92,0,2181
93,2020,93,0,2181
94,2020,94,0,2181
95,2020,95,0,2181
96,2020,96,0,2181
97,2020,97,0,2181
98,2020,98,0,2181
99,2020,99,0,2181
100,2020,100,0,2181
101,2020,101,0,2181
102,2020,102,0,2181
103,2020,103,0,2181
104,2020,104,0,2181
105,2020,105,0,2181
106,2020,106,0,2181
107,2020,107,0,2181
108,2020,108,0,2181
109,2020,109,0,2181
110,2020,110,0,2181
111,2020,111,0,2181
112,2020,112,0,2181
113,2020,113,0,2181
114,2020,114,0,2181
115,2020,115,0,2181
116,2020,116,0,2181
117,2020,117,0,2181
118,2020,118,0,2181
119,2020,119,0,2181
120,2020,120,0,2181
121,2020,121,0,2181
122,2020,122,0,2181
123,2020,123,0,2181
124,2020,124,0,2181
125,2020,125,0,2181
126,2020,126,0,2181
127,2020,127,0,2181
128,2020,128,0,2181
129,2020,129,0,2181
130,2020,130,0,2181
131,2020,131,0,2181
132,2020,132,0,2181
133,2020,133,0,2181
134,2020,134,0,2181
135,2020,135,0,2181
136,2020,136,0,2181
137,2020,137,0,2181
138,2020,138,0,2181
139,2020,139,0,2181
140,2020,140,0,2181
141,2020,141,0,2181
142,2020,142,0,2181
143,2020,143,0,2181
144,2020,144,0,2181
145,2020,145,0,2181
146,2020,146,0,2181
147,2020,147,0,2181
148,2020,148,0,2181
149,2020,149,0,2181
150,2020,150,0,2181
151,2020,151,0,2181
152,2020,152,0,2181
153,2020,153,0,2181
154,2020,154,0,2181
155,2020,155,0,2181
156,2020,156,0,2181
157,2020,157,0,2181
158,2020,158,0,2181
159,2020,159,0,2181
160,2020,160,0,2181
161,2020,161,0,2181
162,2020,162,0,2181
163,2020,163,0,2181
164,2020,164,0,2181
165,2020,165,0,2181
166,2020,166,0,2181
167,2020,167,0,2181
168,2020,168,0,2181
169,2020,169,0,2181
170,2020,170,0,2181
171,2020,171,0,2181
172,2020,172,0,2181
173,2020,173,0,2181
174,2020,174,0,2181
175,2020,175,0,2181
176,2020,176,0,2181
177,2020,177,0,2181
178,2020,178,0,2181
179,2020,179,0,2181
180,2020,180,0,2181
181,2020,181,0,2181
182,2020,182,0,2181
183,2020,183,0,2181
184,2020,184,0,2181
185,2020,185,0,2181
186,2020,186,0,2181
187,2020,187,0,2181
188,2020,188,0,2181
189,2020,189,0,2181
190,2020,190,0,2181
191,2020,191,0,2181
192,2020,192,0,2181
193,2020,193,0,2181
194,2020,194,0,2181
195,2020,195,0,2181
196,2020,196,0,2181
197,2020,197,0,2181
198,2020,198,0,2181
199,2020,199,0,2181
200,2020,200,0,2181
201,2020,201,0,2181
202,2020,202,0,2181
203,2020,203,0,2181
204,2020,204,0,2181
205,2020,205,0,2181
206,2020,206,0,2181
207,2020,207,0,2181
208,2020,208,0,2181
209,2020,209,0,2181
210,2020,210,0,2181
211,2020,211,0,2181
212,2020,212,0,2181
213,2020,213,0,2181
214,2020,214,0,2181
215,2020,215,0,2181
216,2020,216,4,2181
217,2020,217,4,2181
